objectid,filename,title,creator,publisherpublication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,format-original,type,format,language,rights,rightsstatement
josephy0194,https://josephylibrary.blogspot.com/2012/06/nez-perce-storyagain.html,The Nez Perce Story—again,Rich Wandschneider,Rich Wandschneider,,2012-06-27,"Blog entry from June 27, 2012",Diane Peavey;Dick Brown;Nez Perce Indians and Opening of the Northwest;Diane Josephy Peavey;Lapwai;caritas chorale;Boise Symphony;Nez Perce,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/06/nez-perce-storyagain.html,blog post,record,url,eng,,
josephy0195,https://josephylibrary.blogspot.com/2012/06/something-for-birds.html,Something for the Birds,Rich Wandschneider,Rich Wandschneider,,2012-06-21,"Blog entry from June 21, 2012",Red Clay;Alvin Josephy;Bill Kittredge;Craig Lesley;Ivan Doig;Something for the Birds,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/06/something-for-birds.html,blog post,record,url,eng,,
josephy0196,https://josephylibrary.blogspot.com/2012/05/poets-and-teachers-ear-josephy-and-kim.html,A poet's—and teacher's—ear: Josephy and Kim Stafford,Rich Wandschneider,Rich Wandschneider,,2012-05-28,"Blog entry from May 28, 2012",,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/05/poets-and-teachers-ear-josephy-and-kim.html,blog post,record,url,eng,,
josephy0197,https://josephylibrary.blogspot.com/2012/05/blinded-by-times.html,Blinded by the times,Rich Wandschneider,Rich Wandschneider,,2012-05-15,"Blog entry from May 15, 2012",draft lottery;Fishtrap Vietnam;girls say no;John Adams and slavery;Valerie Miner;Alvin Josephy;Vietnam legacy;Hudson's Bay Company;Jefferson's slaves;fur trade,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/05/blinded-by-times.html,blog post,record,url,eng,,
josephy0198,https://josephylibrary.blogspot.com/2012/05/hudsons-bay-company-and-indians.html,The Hudson's Bay Company and the Indians,Rich Wandschneider,Rich Wandschneider,,2012-05-02,"Blog entry from May 2, 2012",New York Brand Book;The Westerners;Alfred Seton;fur traders;Hudson Bay Company;Duncan McDougall;Alvin Josephy;Fayre and Gentle Meanes;Hudson's Bay Company;fur trade;Alvin M. Josephy Jr.,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/05/hudsons-bay-company-and-indians.html,blog post,record,url,eng,,
josephy0199,https://josephylibrary.blogspot.com/2012/04/through-indian-eyes.html,Through Indian Eyes,Rich Wandschneider,Rich Wandschneider,,2012-04-19,"Blog entry from April 19, 2012",Otis Halfmoon;Stephen Ambrose;Lewis and Clark through Indian Eyes;Undaunted Courage;Watkuweis;Corps of Discovery,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/04/through-indian-eyes.html,blog post,record,url,eng,,
josephy0200,https://josephylibrary.blogspot.com/2012/04/noble-savage.html,Noble Savage',Rich Wandschneider,Rich Wandschneider,,2012-04-13,"Blog entry from April 13, 2012",noble savage;Maria Tallchief;Dawes Act;Sandy Osawa;Alvin Josephy;tribal termination;Indian assimilation,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/04/noble-savage.html,blog post,record,url,eng,,
josephy0201,https://josephylibrary.blogspot.com/2012/04/passing-as-white.html,Passing as White,Rich Wandschneider,Rich Wandschneider,,2012-04-05,"Blog entry from April 5, 2012",Mildred Rinker Bailey;'passing';Oregon movies;Bing Crosby;Mildred Bailey;Cour d'Alene Tribe,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/04/passing-as-white.html,blog post,record,url,eng,,
josephy0202,https://josephylibrary.blogspot.com/2012/03/alvin-henry-luce-and-their-times.html,"Alvin, Henry Luce, and their times",Rich Wandschneider,Rich Wandschneider,,2012-03-28,"Blog entry from March 28, 2012",Henry Luce;Mossadegh;Time Magzine;Alvin josephy;Alvin M. Josephy Jr.,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/alvin-henry-luce-and-their-times.html,blog post,record,url,eng,,
josephy0203,https://josephylibrary.blogspot.com/2012/03/over-and-over-again.html,Over and over again,Rich Wandschneider,Rich Wandschneider,,2012-03-22,"Blog entry from March 22, 2012",Albany Plan;Benjamin Franklin;Alvin Josephy;Thomas Jefferson;Adams and Jefferson;David McCullough;John Adams,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/over-and-over-again.html,blog post,record,url,eng,,
josephy0204,https://josephylibrary.blogspot.com/2012/03/invisible-indians.html,Invisible Indians,Rich Wandschneider,Rich Wandschneider,,2012-03-14,"Blog entry from March 14, 2012",Iroquis Legue;Trail of Tears;Benjamin Franklin;Age of Jackson;Alvany Plan;David McCullough;Indan history;John Adams,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/invisible-indians.html,blog post,record,url,eng,,
josephy0205,https://josephylibrary.blogspot.com/2012/03/learning-to-be-librarian.html,Learning to be a librarian,Rich Wandschneider,Rich Wandschneider,,2012-03-07,"Blog entry from March 7, 2012",Oregon Poetic Voices;Hear Me My Chiefs;Caxton Press;Lamb Foundation;Alvin Josephy;Nex Perce history;Yellow Wolf;Sohon drawings. Gustovus Sohon;Doug Erickson;Alvin M. Josephy Jr.,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/03/learning-to-be-librarian.html,blog post,record,url,eng,,
josephy0206,https://josephylibrary.blogspot.com/2012/02/vine-and.html,Vine and Alvin,Rich Wandschneider,Rich Wandschneider,,2012-02-28,"Blog entry from February 28, 2012",National Museum of American Indian;Smithsonian Musuem of American Indian;Alvin Josephy;Heye Museum;Vine Deloria;Alvin M. Josephy Jr.,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/vine-and.html,blog post,record,url,eng,,
josephy0207,https://josephylibrary.blogspot.com/2012/02/mccullough-and-josephypart-2.html,McCullough and Josephy—part 2,Rich Wandschneider,Rich Wandschneider,,2012-02-22,"Blog entry from February 22, 2012",NMAI;Alvin Josephy;Heye Museum;American Heritage Magazine;American Heritage publshing;NCAI;Alvin M. Josephy Jr.;David McCullough;NARF,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/mccullough-and-josephypart-2.html,blog post,record,url,eng,,
josephy0208,https://josephylibrary.blogspot.com/2012/02/from-wallowas-to-germany-and-buchenwald.html,From the Wallowas to Germany and Buchenwald in WW II—Jack McClaran remembers,Rich Wandschneider,Rich Wandschneider,,2012-02-16,"Blog entry from February 16, 2012",Buchenwald;WW II;Jack McClaran,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/from-wallowas-to-germany-and-buchenwald.html,blog post,record,url,eng,,
josephy0209,https://josephylibrary.blogspot.com/2012/02/bobbie-conner-new-board-chair-at-nmai.html,Bobbie Conner new Board Chair at NMAI,Rich Wandschneider,Rich Wandschneider,,2012-02-06,"Blog entry from February 6, 2012",NMAI;National Museum of American Indian;TamÃ¡stslikt;Walla Walla Indians;As Days Go By; Cayuse;Nez Perce Indians;Umatilla;Roberta Conner;Lewis and Clark through Indian Eyes;Bobbie Conner,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/bobbie-conner-new-board-chair-at-nmai.html,blog post,record,url,eng,,
josephy0210,https://josephylibrary.blogspot.com/2012/02/josephy-and-david-mcculloughthe.html,Josephy and David McCullough—the narrative historian,Rich Wandschneider,Rich Wandschneider,,2012-02-01,"Blog entry from February 1, 2012",American Heritage;High Country News;Narrative history;Jackson Hole Institute;Time Magazine;David McCullough,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/02/josephy-and-david-mcculloughthe.html,blog post,record,url,eng,,
josephy0211,https://josephylibrary.blogspot.com/2012/01/alvin-and-hollywood-what-stuck.html,Alvin and Hollywood—what stuck!,Rich Wandschneider,Rich Wandschneider,,2012-01-25,"Blog entry from January 25, 2012",Peter Ortiz;Captive City;Operation Secret;US Marine journalists;Alvin Josephy;The Long and the Short and the Tall;Begnning or the End,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/01/alvin-and-hollywood-what-stuck.html,blog post,record,url,eng,,
josephy0212,https://josephylibrary.blogspot.com/2012/01/alvin-and-grace-nez-perce-and-settlers.html,Alvin and Grace: Nez Perce and settlers in the Wallowa County,Rich Wandschneider,Rich Wandschneider,,2012-01-17,"Blog entry from January 17, 2012",Oregon history;Grace Bartlett;Nez Perce Indians;Alvin Josephy;Wallowa County;Wallowa County;Alvin M. Josephy Jr.;Nez Perce War,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2012/01/alvin-and-grace-nez-perce-and-settlers.html,blog post,record,url,eng,,
josephy0213,https://josephylibrary.blogspot.com/2011/12/josephy-blog-in-2012.html,Josephy blog in 2012,Rich Wandschneider,Rich Wandschneider,,2011-12-27,"Blog entry from December 27, 2011",Josephy Library;Alvin Josephy;SAGE libraries,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/12/josephy-blog-in-2012.html,blog post,record,url,eng,,
josephy0214,https://josephylibrary.blogspot.com/2011/11/alvin-and-occupiers.html,Alvin and the occupiers,Rich Wandschneider,Rich Wandschneider,,2011-11-18,"Blog entry from November 18, 2011",Occupiers;Alvin Josephy;Jack Loeffler;Wall Street occupation,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/11/alvin-and-occupiers.html,blog post,record,url,eng,,
josephy0215,https://josephylibrary.blogspot.com/2011/10/at-edge-of-rez.html,At the edge of the rez,Rich Wandschneider,Rich Wandschneider,,2011-10-16,"Blog entry from October 16, 2011",Western fiction;Greasewood Creek;Pamela Steele;Counterpoint Press;Jump Off Creek;Molly Gloss,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/at-edge-of-rez.html,blog post,record,url,eng,,
josephy0216,https://josephylibrary.blogspot.com/2011/10/mohave-indian-band.html,Mohave Indian Band,Rich Wandschneider,Rich Wandschneider,,2011-10-10,"Blog entry from October 10, 2011",Calisle Band;Carlisle Institute;Indian Bands;Mojave Indian Band,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/mohave-indian-band.html,blog post,record,url,eng,,
josephy0217,https://josephylibrary.blogspot.com/2011/10/josiah-red-wolf-nez-perce-war-vet-and.html,Josiah Red Wolf: Nez Perce War vet—and musician,Rich Wandschneider,Rich Wandschneider,,2011-10-06,"Blog entry from October 6, 2011",Lapwai;Lee Morse;Carlisle Institute;Columbus Day Parade;Josiah Red Wolf;Nez Perce War,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/10/josiah-red-wolf-nez-perce-war-vet-and.html,blog post,record,url,eng,,
josephy0218,https://josephylibrary.blogspot.com/2011/09/alvin-josephy-cornplanter-and-kinzua.html,"Alvin Josephy, Cornplanter, and the Kinzua Dam",Rich Wandschneider,Rich Wandschneider,,2011-09-22,"Blog entry from September 22, 2011",Kinzua dam;Seneca Nation;Alvin Josephy;Cornplanter;Robert Odawi Porter,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/09/alvin-josephy-cornplanter-and-kinzua.html,blog post,record,url,eng,,
josephy0219,https://josephylibrary.blogspot.com/2011/06/learning-and-teaching-indian-history.html,Learning—and teaching—Indian history,Rich Wandschneider,Rich Wandschneider,,2011-06-30,"Blog entry from June 30, 2011",Indian history;1492;Charles Mann;Alvin Josephy;1491,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/06/learning-and-teaching-indian-history.html,blog post,record,url,eng,,
josephy0220,https://josephylibrary.blogspot.com/2011/05/amateur-historians.html,Amateur Historians,Rich Wandschneider,Rich Wandschneider,,2011-05-16,"Blog entry from May 16, 2011",Wallowa County Museum;New York Westerners;American Heritage;Alvin Josephy;Wallowa County,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/05/amateur-historians.html,blog post,record,url,eng,,
josephy0221,https://josephylibrary.blogspot.com/2011/03/who-was-gwen-coffin.html,Who was Gwen Coffin?,Rich Wandschneider,Rich Wandschneider,,2011-03-31,"Blog entry from March 31, 2011",WW II;Japanese Internment camps;Alvin Josephy;Wallowa County Chieftain,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/who-was-gwen-coffin.html,blog post,record,url,eng,,
josephy0222,https://josephylibrary.blogspot.com/2011/03/how-do-we-keep-learning-from-alvin.html,How do we keep learning from Alvin?,Rich Wandschneider,Rich Wandschneider,,2011-03-15,"Blog entry from March 15, 2011",1492;Custer Battlefield;Wounded Knee;Alvin Josephy;pre-columbian america,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/how-do-we-keep-learning-from-alvin.html,blog post,record,url,eng,,
josephy0223,https://josephylibrary.blogspot.com/2011/03/reflection-on-winona-ladukes-visit-to.html,A reflection on Winona LaDuke's visit to Fishtrap,Rich Wandschneider,Rich Wandschneider,,2011-03-01,"Blog entry from March 1, 2011",Fishtrap;'nobel savage;Winona LaDuke;Alvin Josephy;White Earth Reservation;' 'vanishing indian;' Edward Sheriff Curtis;Itasca State Park,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/03/reflection-on-winona-ladukes-visit-to.html,blog post,record,url,eng,,
josephy0224,https://josephylibrary.blogspot.com/2011/02/paul-vandevelder-salmon-josephy.html,"Paul VanDevelder, Salmon, Josephy, 'dominionists,'...",Rich Wandschneider,Rich Wandschneider,,2011-02-22,"Blog entry from February 22, 2011",Paul VanDevelder;Alvin Josephy;salmon,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/02/paul-vandevelder-salmon-josephy.html,blog post,record,url,eng,,
josephy0225,https://josephylibrary.blogspot.com/2011/01/josephy-indians-and-environment.html,"Josephy, Indians, and the Environment",Rich Wandschneider,Rich Wandschneider,,2011-01-27,"Blog entry from January 27, 2011",Kinzua dam;Black Mesa.;Seneca;Alvin Josephy;Jack Loeffler,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/josephy-indians-and-environment.html,blog post,record,url,eng,,
josephy0226,https://josephylibrary.blogspot.com/2011/01/recollection-from-tom-hutchison.html,a recollection from Tom Hutchison,Rich Wandschneider,Rich Wandschneider,,2011-01-18,"Blog entry from January 18, 2011",Tom Hutchison;Alvin Josephy;hawaiin music,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/recollection-from-tom-hutchison.html,blog post,record,url,eng,,
josephy0227,https://josephylibrary.blogspot.com/2011/01/josephy-thorndike-american-heritage.html,"Josephy, Thorndike, American Heritage, & the business of memoir",Rich Wandschneider,Rich Wandschneider,,2011-01-06,"Blog entry from January 6, 2011",Sun Magazine;American Heritage;Alvin Josephy;Joe Thorndike;John Thorndike,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2011/01/josephy-thorndike-american-heritage.html,blog post,record,url,eng,,
josephy0228,https://josephylibrary.blogspot.com/2010/11/westerners.html,The 'Westerners',Rich Wandschneider,Rich Wandschneider,,2010-11-09,"Blog entry from November 9, 2010",Appaloosa Horse;New York Westerners;Brand Book;Alvin Josephy;Westerners,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/11/westerners.html,blog post,record,url,eng,,
josephy0229,https://josephylibrary.blogspot.com/2010/09/oregon-is-indian-country.html,Oregon is Indian Country,Rich Wandschneider,Rich Wandschneider,,2010-09-28,"Blog entry from September 28, 2010",Oregon tribes;Oregon Days of Culture;Nez Perce Indians;Alvin Josephy;Wallowa County;Oregon Historical Society,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/oregon-is-indian-country.html,blog post,record,url,eng,,
josephy0230,https://josephylibrary.blogspot.com/2010/09/alvin-at-war.html,Alvin at War,Rich Wandschneider,Rich Wandschneider,,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Marine Corps;Guadalcanal;Alvin Josephy;The Long and the Short and the Tall,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/alvin-at-war.html,blog post,record,url,eng,,
josephy0231,https://josephylibrary.blogspot.com/2010/09/alvin-josephy-at-war.html,Alvin Josephy at War,Rich Wandschneider,Rich Wandschneider,,2010-09-07,"Blog entry from September 7, 2010",Guam;Pacific War;Iwo Jima;Alvin Josephy;US Marines,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/09/alvin-josephy-at-war.html,blog post,record,url,eng,,
josephy0232,https://josephylibrary.blogspot.com/2010/08/picture-at-top-of-page.html,The picture at top of the page,Rich Wandschneider,Rich Wandschneider,,2010-08-31,"Blog entry from August 31, 2010",Nez Perce Indians;Alvin Josephy;Gilbert Conner;Yale University Press;Chester Kerr,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/picture-at-top-of-page.html,blog post,record,url,eng,,
josephy0233,https://josephylibrary.blogspot.com/2010/08/alvin-josephy-in-mexico-1937.html,Alvin Josephy in Mexico—1937,Rich Wandschneider,Rich Wandschneider,,2010-08-18,"Blog entry from August 18, 2010",Barbara Kingsolver Lacuna;Leon Trotsky;Ken Magazine;Alvin Josephy;President Cardenas;Graham Greene in Mexico,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/alvin-josephy-in-mexico-1937.html,blog post,record,url,eng,,
josephy0234,https://josephylibrary.blogspot.com/2010/08/loeffler-abbey-and-josephy.html,"Loeffler, Abbey, and Josephy",Rich Wandschneider,Rich Wandschneider,,2010-08-11,"Blog entry from August 11, 2010",Ed Abbey;Fishtrap;Alvin Josephy;Jack Loeffler,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/08/loeffler-abbey-and-josephy.html,blog post,record,url,eng,,
josephy0235,https://josephylibrary.blogspot.com/2010/07/about-josephy-library-at-fishtrap.html,About the Josephy Library at Fishtrap,Rich Wandschneider,Rich Wandschneider,,2010-07-21,"Blog entry from July 21, 2010",Library at Fishtrap;Alvin Josephy,,,,,Rich Wandschneider Blog,https://josephylibrary.blogspot.com/2010/07/about-josephy-library-at-fishtrap.html,blog post,record,url,eng,,
josephy0236,,"Cardenas, Indian Idol",Alvin Josephy,Digest,,1937-10-23,"Alvin Josephy on Mexican President Cardena's relationship with native Indians, written for Digest, Vol 1; No. 15, beginning on page 18",Mexico; indians,18,Vol 1; No. 15,,,"Josephy Library, Josephy Center for Arts and Culture",Cardenas-Indian-Idol,article,record,listing,eng,,
josephy0237,,Bomb in a Pail of Water,Alvin Josephy,Ken,,1938-05-05,"Alvin Josephy interview with Leon Trotsky, written for Ken, Vol 1; No. 3, beginning on page 24",leon trotsky; ,24,Vol 1; No. 3,,,"Josephy Library, Josephy Center for Arts and Culture",Bomb-in-a-Pail-of-Water,article,record,listing,eng,,
josephy0238,,Condors Don't Pay Taxes,Alvin Josephy,Blue Book,,1951-06-01,"Alvin Josephy on California condor, written for Blue Book, Vol 93; No 2, beginning on page 52",California condor,52,Vol 93; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",Condors-Don-t-Pay-Taxes,article,record,listing,eng,,
josephy0239,,The Naming of the Nez Perce,Alvin Josephy,Montana,,1955-10-01,"Alvin Josephy on History of the naming of the Nez Perce, written for Montana, Vol 5; No 4, beginning on page 1",nez perce; naming; native americans,1,Vol 5; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",The-Naming-of-the-Nez-Perce,article,record,listing,eng,,
josephy0240,,First 'Dude Ranch' Trip to the Untamed West,Alvin Josephy,American Heritage,,1956-02-01,"Alvin Josephy on Sir William Stewart's hunting party of 1843, written for American Heritage, Vol 7; No. 2, beginning on page 8",sir wiliam stewart; hunting,8,Vol 7; No. 2,,,"Josephy Library, Josephy Center for Arts and Culture",First-Dude-Ranch-Trip-to-the-Untamed-West,article,record,listing,eng,,
josephy0241,,The Lolo Trail,Alvin Josephy,Westerners,,1958-01-01,"Alvin Josephy on Trader-explorer David Thompson and the history of Lolo Trail, written for Westerners, Vol 4; No 4, beginning on page 82",lolo trail; david thompson; trade; exploration,82,Vol 4; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",The-Lolo-Trail,article,record,listing,eng,,
josephy0242,,The Last Stand of Chief Joseph,Alvin Josephy,American Heritage,,1958-02-01,"Alvin Josephy on Nez Perce's great 1,300 miles fighting retreat, written for American Heritage, Vol 9; No. 2, beginning on page 36",nez perce; nez perce war; chief josephy; retreat; war; native americans,36,Vol 9; No. 2,,,"Josephy Library, Josephy Center for Arts and Culture",The-Last-Stand-of-Chief-Joseph,article,record,listing,eng,,
josephy0243,,Was America Discovered Before Columbus?,Alvin Josephy,American Heritage,,1958-04-01,"Alvin Josephy on Portugese discovery of the New World by 1424, written for American Heritage, Vol 6; No. 3, beginning on page 16",portugese; discovery; new world,16,Vol 6; No. 3,,,"Josephy Library, Josephy Center for Arts and Culture",Was-America-Discovered-Before-Columbus-,article,record,listing,eng,,
josephy0244,,A Man to Match the Mountains,Alvin Josephy,American Heritage,,1960-10-01,"Alvin Josephy on David Thompson, explorer and land geographer of the New World, written for American Heritage, Vol 11; No 6, beginning on page 60",david thompson; geography; map making,60,Vol 11; No 6,,,"Josephy Library, Josephy Center for Arts and Culture",A-Man-to-Match-the-Mountains,article,record,listing,eng,,
josephy0245,,Revolt in the Pueblos,Alvin Josephy,American Heritage,,1961-06-01,"Alvin Josephy on Pueblo uprising of 1680, written for American Heritage, Vol 12; No 4, beginning on page 65",pueblo indians; uprising; war; native americans,65,Vol 12; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Revolt-in-the-Pueblos,article,record,listing,eng,,
josephy0246,,These lands are ours . . . ',Alvin Josephy,American Heritage,,1961-08-01,"Alvin Josephy on Tecumseh's leadership greatness, written for American Heritage, Vol 12; No 5, beginning on page 14",tecumseh; native americans,14,Vol 12; No 5,,,"Josephy Library, Josephy Center for Arts and Culture",These-lands-are-ours-,article,record,listing,eng,,
josephy0247,,The Funeral of Peter Dan Moses,Alvin Josephy,Westerners,,1962-01-01,"Alvin Josephy on The funeral of Peter Dan Moses marked the passing of another colorful, prominent NW Indian Leader, written for Westerners, Vol 9; No 3, beginning on page 64",northwest; native americans;,64,Vol 9; No 3,,,"Josephy Library, Josephy Center for Arts and Culture",The-Funeral-of-Peter-Dan-Moses,article,record,listing,eng,,
josephy0248,,Origins of the Nez Perce People,Alvin Josephy,Idaho Yesterdays,,1962-03-01,"Alvin Josephy on Aboriginal wanderers from Asia settled among Clearwater, Salmon, and Wallowa Country, written for Idaho Yesterdays, Vol 6; No 1, beginning on page 2",aboriginals; native americans; northwest,2,Vol 6; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",Origins-of-the-Nez-Perce-People,article,record,listing,eng,,
josephy0249,,A Letter from Broken Hand,Alvin Josephy,Westerners,,1963-01-01,"Alvin Josephy on 1847 letter by Tom Fitzpatrick, early Indian agent appointed to the western plains, edited by A. Josephy, written for Westerners, Vol 10; No 2, beginning on page 25",tom fitzpatrick; native americans; western plains,25,Vol 10; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",A-Letter-from-Broken-Hand,article,record,listing,eng,,
josephy0250,,Another Letter from Broken Hand,Alvin Josephy,Westerners,,1963-01-01,"Alvin Josephy on 1847 letter by Tom Fitzpatrick to Thomas H. Harvery, Supt. Of Indian Affairs, edited by A. Josephy, written for Westerners, Vol 10; No 4, beginning on page 75",tom fitzpatrick; native americans; western plains,75,Vol 10; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Another-Letter-from-Broken-Hand,article,record,listing,eng,,
josephy0251,,"Tom Fitzpatrick, 1848",Alvin Josephy,Westerners,,1964-01-01,"Alvin Josephy on 1848 letter by Tom Fitzpatrick, mountain man, emigrant guide, and Indian Agent, edited by A. Josephy, written for Westerners, Vol 11; No 3, beginning on page 57",tom fitzpatrick; native americans; western plains,57,Vol 11; No 3,,,"Josephy Library, Josephy Center for Arts and Culture",Tom-Fitzpatrick-1848,article,record,listing,eng,,
josephy0252,,New Light on the Early Northwest,Alvin Josephy,Westerners,,1965-01-01,"Alvin Josephy on La Gasse and Le Blanc, first white men known to have entered the upper Basin of the Columbia River, written for Westerners, Vol 12; No 3, beginning on page 49",la gasse; le blanc; white men; columbia river basin;,49,Vol 12; No 3,,,"Josephy Library, Josephy Center for Arts and Culture",New-Light-on-the-Early-Northwest,article,record,listing,eng,,
josephy0253,,A Most Satisfactory Council,Alvin Josephy,American Heritage,,1965-10-01,"Alvin Josephy on Walla Walla Council of 1855, written for American Heritage, Vol 16; No 6, beginning on page 27",walla walla; walla walla council of 1855;,27,Vol 16; No 6,,,"Josephy Library, Josephy Center for Arts and Culture",A-Most-Satisfactory-Council,article,record,listing,eng,,
josephy0254,,Ordeal in Hell's Canyon,Alvin Josephy,American Heritage,,1966-12-01,"Alvin Josephy on John Jacob Astor's fur traders' discover the chasm of Idaho's Snake River, written for American Heritage, Vol 18; No 1, beginning on page 72",john jacob astor; fur trade; snake river,72,Vol 18; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",Ordeal-in-Hell-s-Canyon,article,record,listing,eng,,
josephy0255,,Early Man in the Americas,Alvin Josephy,Westerners,,1967-01-01,"Alvin Josephy on Origin of early mankind in the Americas, written for Westerners, Vol 14; No 1, beginning on page 8",early mankind; native americans,8,Vol 14; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",Early-Man-in-the-Americas,article,record,listing,eng,,
josephy0256,,Nez Perces and The Appaloosa Horse . . . .False History:,Alvin Josephy,Westerners,,1967-01-01,"Alvin Josephy on Nez Perce and the Appaloosa, written for Westerners, Vol 14; No 4, beginning on page 73",appaloosa; nez perce; native americans,73,Vol 14; No 4,,,"Josephy Library, Josephy Center for Arts and Culture",Nez-Perces-and-The-Appaloosa-Horse-False-History-,article,record,listing,eng,,
josephy0257,,Reply to Dr. Haines,Alvin Josephy,Westerners,,1968-01-01,"Alvin Josephy on Nez Perce and the Appaloosa, written for Westerners, Vol 15; No 1, beginning on page 15",appaloosa; nez perce; native americans,15,Vol 15; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",Reply-to-Dr-Haines,article,record,listing,eng,,
josephy0258,,Two Gamy Letters from Fort Yuma,Alvin Josephy,Westerners,,1968-01-01,"Alvin Josephy on Sylvester Mowry, Arizona pioneer, written for Westerners, Vol 15; No 2, beginning on page 28",Sylvester Mowry; pioneers; Arizona,28,Vol 15; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",Two-Gamy-Letters-from-Fort-Yuma,article,record,listing,eng,,
josephy0259,,"Cornplanter, Can You Swim?",Alvin Josephy,American Heritage,,1968-12-01,"Alvin Josephy on Kinzua Dam floods the Senecas' ancestral lands, written for American Heritage, Vol 20; No 1, beginning on page 4",senecas; native americans; kinzua dam,4,Vol 20; No 1,,,"Josephy Library, Josephy Center for Arts and Culture",Cornplanter-Can-You-Swim-,article,record,listing,eng,,
josephy0260,,Everybody's Talking,Alvin Josephy,Great Plains Journal,,1969-09-01,"Alvin Josephy on Historians, challenges and role, written for Great Plains Journal, , beginning on page 1",historians; scholarship,1,,,,"Josephy Library, Josephy Center for Arts and Culture",Everybody-s-Talking,article,record,listing,eng,,
josephy0261,,The Boy Artist of Red River,Alvin Josephy,American Heritage,,1970-02-01,"Alvin Josephy on Peter Rindisbacker, 19th Century artist, captured lives of Indians and white pioneers, written for American Heritage, Vol 21; No 2, beginning on page 30",Peter Rindisbacker; artists; native americans; whites,30,Vol 21; No 2,,,"Josephy Library, Josephy Center for Arts and Culture",The-Boy-Artist-of-Red-River,article,record,listing,eng,,
